Id,date,assigned_group,trial_tot,fase_prueba.thisN,fase_testeo.thisN,difficulty,dominant_color,dominant_count,correctAns,resp_prueba.keys,resp_prueba.rt,resp_testeo.keys,resp_testeo.rt,scale_order,confidence_key,confidence_level,confidence_label,group
2169,2026-05-20_15h09.58.488,Control,,,,,,,,,,,,Reverse,,,,
2169,2026-05-20_15h09.58.488,,,,,,,,,,,,,,,,,
2169,2026-05-20_15h09.58.488,,,,,,,,,,,,,,,,,
2169,2026-05-20_15h09.58.488,,1,0,,Difficult,Blue,41,c,n,1.7164000000357618,,,,,,,
2169,2026-05-20_15h09.58.488,,2,1,,Difficult,Blue,43,c,c,0.9100000000000037,,,,,,,
2169,2026-05-20_15h09.58.488,,3,2,,Difficult,Red,45,n,n,0.7258999999761571,,,,,,,
2169,2026-05-20_15h09.58.488,,4,3,,Easy,Red,61,n,n,0.7610000000000028,,,,,,,
2169,2026-05-20_15h09.58.488,,5,4,,Average,Blue,54,c,c,0.5328999999761592,,,,,,,
2169,2026-05-20_15h09.58.488,,6,5,,Easy,Blue,63,c,c,0.5100999999642326,,,,,,,
2169,2026-05-20_15h09.58.488,,7,6,,Difficult,Blue,44,c,n,1.543899999976162,,,,,,,
2169,2026-05-20_15h09.58.488,,8,7,,Difficult,Red,42,n,n,0.8966999999880798,,,,,,,
2169,2026-05-20_15h09.58.488,,9,8,,Average,Red,53,n,c,0.6271999999880791,,,,,,,
2169,2026-05-20_15h09.58.488,,10,9,,Easy,Red,65,n,c,1.9838999999761597,,,,,,,
2169,2026-05-20_15h09.58.488,,11,10,,Average,Blue,53,c,c,0.5040999999642324,,,,,,,
2169,2026-05-20_15h09.58.488,,12,11,,Average,Blue,55,c,c,0.45119999998807714,,,,,,,
2169,2026-05-20_15h09.58.488,,13,12,,Average,Blue,55,c,c,0.8101999999880789,,,,,,,
2169,2026-05-20_15h09.58.488,,14,13,,Average,Red,54,n,n,0.481399999976162,,,,,,,
2169,2026-05-20_15h09.58.488,,15,14,,Difficult,Red,41,n,c,0.9420999999642348,,,,,,,
2169,2026-05-20_15h09.58.488,,16,15,,Average,Blue,55,c,c,0.49669999998808123,,,,,,,
2169,2026-05-20_15h09.58.488,,17,16,,Average,Red,51,n,n,0.4356999999880884,,,,,,,
