Id;date;assigned_group;trial_tot;fase_prueba.thisN;fase_testeo.thisN;difficulty;dominant_color;dominant_count;correctAns;resp_prueba.keys;resp_prueba.rt;resp_testeo.keys;resp_testeo.rt;scale_order;confidence_key;confidence_level;confidence_label;group
0773;2026-05-20_14h08.03.283;Control;;;;;;;;;;;;Reverse;;;;
0773;2026-05-20_14h08.03.283;;;;;;;;;;;;;;;;;
0773;2026-05-20_14h08.03.283;;;;;;;;;;;;;;;;;
0773;2026-05-20_14h08.03.283;;1;0;;Easy;Blue;62;c;c;1.050.100.000.008.930;;;;;;;
0773;2026-05-20_14h08.03.283;;2;1;;Difficult;Blue;42;c;c;1.284.599.999.994.030;;;;;;;
0773;2026-05-20_14h08.03.283;;3;2;;Average;Red;53;n;n;15.828.000.000.119.200;;;;;;;
0773;2026-05-20_14h08.03.283;;4;3;;Easy;Blue;64;c;c;0.43390000000596274;;;;;;;
0773;2026-05-20_14h08.03.283;;5;4;;Difficult;Blue;42;c;n;25.920.999.999.940.400;;;;;;;
0773;2026-05-20_14h08.03.283;;6;5;;Easy;Red;62;n;n;0.4684999999999917;;;;;;;
0773;2026-05-20_14h08.03.283;;7;6;;Easy;Blue;61;c;c;0.3669000000059697;;;;;;;
0773;2026-05-20_14h08.03.283;;8;7;;Difficult;Blue;45;c;n;20.228.000.000.119.100;;;;;;;
0773;2026-05-20_14h08.03.283;;9;8;;Average;Red;53;n;n;0.7174000000059664;;;;;;;
0773;2026-05-20_14h08.03.283;;10;9;;Difficult;Red;44;n;n;0.7232000000029757;;;;;;;
0773;2026-05-20_14h08.03.283;;11;10;;Difficult;Blue;44;c;c;0.8378999999910519;;;;;;;
0773;2026-05-20_14h08.03.283;;12;11;;Easy;Blue;62;c;c;0.3234999999999957;;;;;;;
0773;2026-05-20_14h08.03.283;;13;12;;Easy;Red;63;n;n;0.2943000000119156;;;;;;;
0773;2026-05-20_14h08.03.283;;14;13;;Difficult;Red;43;n;n;0.8394000000059663;;;;;;;
0773;2026-05-20_14h08.03.283;;15;14;;Average;Blue;51;c;c;0.2530999999940491;;;;;;;
0773;2026-05-20_14h08.03.283;;16;15;;Average;Red;53;n;n;0.4060999999940407;;;;;;;
0773;2026-05-20_14h08.03.283;;17;16;;Average;Red;52;n;n;0.8724000000059675;;;;;;;
0773;2026-05-20_14h08.03.283;;18;17;;Average;Blue;51;c;c;0.16169999998807327;;;;;;;
0773;2026-05-20_14h08.03.283;;19;18;;Easy;Blue;61;c;c;0.307899999991065;;;;;;;
0773;2026-05-20_14h08.03.283;;20;19;;Difficult;Blue;43;c;c;0.46720000000297546;;;;;;;
0773;2026-05-20_14h08.03.283;;21;20;;Easy;Blue;61;c;c;0.40359999999402874;;;;;;;
0773;2026-05-20_14h08.03.283;;22;21;;Average;Blue;53;c;c;0.37929999999701636;;;;;;;
0773;2026-05-20_14h08.03.283;;23;22;;Average;Blue;52;c;c;0.9512999999970191;;;;;;;
0773;2026-05-20_14h08.03.283;;24;23;;Easy;Red;65;n;n;0.18949999999999534;;;;;;;
0773;2026-05-20_14h08.03.283;;25;24;;Easy;Blue;62;c;c;17.003.999.999.910.600;;;;;;;
0773;2026-05-20_14h08.03.283;;26;25;;Average;Blue;54;c;c;0.500100000008942;;;;;;;
0773;2026-05-20_14h08.03.283;;27;26;;Easy;Blue;62;c;c;0.4000000000000057;;;;;;;
0773;2026-05-20_14h08.03.283;;28;27;;Easy;Blue;61;c;c;0.31030000001192093;;;;;;;
0773;2026-05-20_14h08.03.283;;29;28;;Easy;Red;65;n;n;0.5840000000000032;;;;;;;
0773;2026-05-20_14h08.03.283;;30;29;;Difficult;Red;44;n;c;0.5670000000000073;;;;;;;
0773;2026-05-20_14h08.03.283;;31;30;;Difficult;Blue;42;c;c;0.46820000000298023;;;;;;;
0773;2026-05-20_14h08.03.283;;32;31;;Difficult;Blue;42;c;c;0.3332000000029893;;;;;;;
0773;2026-05-20_14h08.03.283;;33;32;;Average;Blue;51;c;c;0.46750000000000114;;;;;;;
0773;2026-05-20_14h08.03.283;;34;33;;Easy;Red;64;n;n;0.2990000000000066;;;;;;;
0773;2026-05-20_14h08.03.283;;35;34;;Difficult;Blue;43;c;c;0.6940999999940374;;;;;;;
0773;2026-05-20_14h08.03.283;;36;35;;Difficult;Red;41;n;n;10.507.000.000.029.700;;;;;;;
0773;2026-05-20_14h08.03.283;;37;36;;Average;Red;53;n;n;0.4349000000059533;;;;;;;
0773;2026-05-20_14h08.03.283;;38;37;;Easy;Blue;63;c;c;0.2660999999940401;;;;;;;
0773;2026-05-20_14h08.03.283;;39;38;;Easy;Blue;65;c;c;0.21670000000298728;;;;;;;
0773;2026-05-20_14h08.03.283;;40;39;;Average;Blue;52;c;c;0.2637000000029843;;;;;;;
0773;2026-05-20_14h08.03.283;;41;40;;Difficult;Blue;41;c;n;0.417500000000004;;;;;;;
0773;2026-05-20_14h08.03.283;;42;41;;Average;Red;55;n;n;0.4346999999880836;;;;;;;
0773;2026-05-20_14h08.03.283;;43;42;;Average;Red;55;n;n;0.2787000000029849;;;;;;;
0773;2026-05-20_14h08.03.283;;44;43;;Average;Blue;53;c;c;0.29939999999106703;;;;;;;
0773;2026-05-20_14h08.03.283;;45;44;;Easy;Red;62;n;n;0.28620000000297807;;;;;;;
0773;2026-05-20_14h08.03.283;;46;45;;Difficult;Red;45;n;n;0.6430000000000007;;;;;;;
0773;2026-05-20_14h08.03.283;;47;46;;Average;Blue;52;c;c;0.23120000000298546;;;;;;;
0773;2026-05-20_14h08.03.283;;48;47;;Difficult;Red;45;n;n;0.8505000000000109;;;;;;;
0773;2026-05-20_14h08.03.283;;49;48;;Difficult;Blue;43;c;c;10.319.999.999.999.900;;;;;;;
0773;2026-05-20_14h08.03.283;;50;49;;Easy;Red;64;n;n;0.3009000000059814;;;;;;;
0773;2026-05-20_14h08.03.283;;51;50;;Average;Red;51;n;c;0.31770000000298637;;;;;;;
0773;2026-05-20_14h08.03.283;;52;51;;Easy;Blue;62;c;n;0.15020000000296818;;;;;;;
0773;2026-05-20_14h08.03.283;;53;52;;Easy;Red;62;n;c;0.3780999999940491;;;;;;;
0773;2026-05-20_14h08.03.283;;54;53;;Easy;Blue;63;c;c;0.33339999999105885;;;;;;;
0773;2026-05-20_14h08.03.283;;55;54;;Average;Blue;53;c;c;0.3133999999910486;;;;;;;
0773;2026-05-20_14h08.03.283;;56;55;;Easy;Blue;63;c;c;0.3192000000029793;;;;;;;
0773;2026-05-20_14h08.03.283;;57;56;;Difficult;Blue;43;c;n;0.2269000000059691;;;;;;;
0773;2026-05-20_14h08.03.283;;58;57;;Easy;Blue;65;c;c;0.2497999999970375;;;;;;;
0773;2026-05-20_14h08.03.283;;59;58;;Easy;Red;63;n;n;0.5339000000059855;;;;;;;
0773;2026-05-20_14h08.03.283;;60;59;;Average;Blue;55;c;c;0.35229999999702954;;;;;;;
0773;2026-05-20_14h08.03.283;;61;60;;Difficult;Red;42;n;n;0.5333999999910759;;;;;;;
0773;2026-05-20_14h08.03.283;;62;61;;Difficult;Blue;41;c;n;0.5818000000119241;;;;;;;
0773;2026-05-20_14h08.03.283;;63;62;;Easy;Red;65;n;c;0.08479999999701704;;;;;;;
0773;2026-05-20_14h08.03.283;;64;63;;Average;Red;51;n;n;0.19350000000000023;;;;;;;
0773;2026-05-20_14h08.03.283;;65;64;;Easy;Blue;65;c;c;0.30049999999999955;;;;;;;
0773;2026-05-20_14h08.03.283;;66;65;;Average;Blue;55;c;c;0.23209999999403408;;;;;;;
0773;2026-05-20_14h08.03.283;;67;66;;Easy;Blue;65;c;c;0.2600000000000193;;;;;;;
0773;2026-05-20_14h08.03.283;;68;67;;Average;Blue;54;c;c;0.24829999999701613;;;;;;;
0773;2026-05-20_14h08.03.283;;69;68;;Average;Blue;54;c;c;0.2828999999910593;;;;;;;
0773;2026-05-20_14h08.03.283;;70;69;;Easy;Red;62;n;n;0.3004000000059648;;;;;;;
0773;2026-05-20_14h08.03.283;;71;70;;Easy;Red;65;n;c;0.2872999999970318;;;;;;;
0773;2026-05-20_14h08.03.283;;72;71;;Average;Blue;53;c;c;0.4272000000029834;;;;;;;
0773;2026-05-20_14h08.03.283;;73;72;;Difficult;Blue;43;c;c;17.177.000.000.029.600;;;;;;;
0773;2026-05-20_14h08.03.283;;74;73;;Easy;Blue;63;c;c;0.3497999999970318;;;;;;;
0773;2026-05-20_14h08.03.283;;75;74;;Easy;Red;65;n;n;0.3168999999910511;;;;;;;
0773;2026-05-20_14h08.03.283;;76;75;;Difficult;Blue;43;c;c;0.3329999999999984;;;;;;;
0773;2026-05-20_14h08.03.283;;77;76;;Difficult;Blue;45;c;c;0.5096999999880722;;;;;;;
0773;2026-05-20_14h08.03.283;;78;77;;Easy;Blue;64;c;c;0.31699999999997885;;;;;;;
0773;2026-05-20_14h08.03.283;;79;78;;Difficult;Red;44;n;n;0.21590000000597342;;;;;;;
0773;2026-05-20_14h08.03.283;;80;79;;Difficult;Red;45;n;c;0.12740000000596297;;;;;;;
0773;2026-05-20_14h08.03.283;;81;80;;Easy;Red;65;n;n;0.2507000000029791;;;;;;;
0773;2026-05-20_14h08.03.283;;82;81;;Easy;Blue;63;c;c;0.2522999999970068;;;;;;;
0773;2026-05-20_14h08.03.283;;83;82;;Easy;Blue;61;c;c;0.17679999999703;;;;;;;
0773;2026-05-20_14h08.03.283;;84;83;;Easy;Blue;63;c;c;0.15010000000893342;;;;;;;
0773;2026-05-20_14h08.03.283;;85;84;;Easy;Red;65;n;c;0.20209999999406136;;;;;;;
0773;2026-05-20_14h08.03.283;;86;85;;Average;Red;53;n;n;0.166499999999985;;;;;;;
0773;2026-05-20_14h08.03.283;;87;86;;Difficult;Blue;43;c;c;0.6414999999999793;;;;;;;
0773;2026-05-20_14h08.03.283;;88;87;;Easy;Red;64;n;n;0.5842000000029941;;;;;;;
0773;2026-05-20_14h08.03.283;;89;88;;Average;Blue;52;c;c;0.5276000000089596;;;;;;;
0773;2026-05-20_14h08.03.283;;90;89;;Easy;Red;61;n;n;0.33250000000001023;;;;;;;
0773;2026-05-20_14h08.03.283;;91;90;;Average;Blue;52;c;c;0.4949000000059698;;;;;;;
0773;2026-05-20_14h08.03.283;;92;91;;Easy;Blue;65;c;c;0.31770000000298637;;;;;;;
0773;2026-05-20_14h08.03.283;;93;92;;Difficult;Blue;43;c;c;0.3628999999910434;;;;;;;
0773;2026-05-20_14h08.03.283;;94;93;;Difficult;Red;42;n;c;0.6869999999999834;;;;;;;
0773;2026-05-20_14h08.03.283;;95;94;;Average;Blue;55;c;n;0.16529999999701772;;;;;;;
0773;2026-05-20_14h08.03.283;;96;95;;Easy;Red;63;n;n;0.3667999999969993;;;;;;;
0773;2026-05-20_14h08.03.283;;97;96;;Difficult;Red;41;n;c;0.6009000000059643;;;;;;;
0773;2026-05-20_14h08.03.283;;98;97;;Difficult;Red;43;n;n;13.167.000.000.029.800;;;;;;;
0773;2026-05-20_14h08.03.283;;99;98;;Difficult;Blue;44;c;c;0.6326000000089209;;;;;;;
0773;2026-05-20_14h08.03.283;;100;99;;Difficult;Red;41;n;n;10.671.999.999.880.700;;;;;;;
0773;2026-05-20_14h08.03.283;;101;100;;Easy;Red;61;n;n;0.7819000000059759;;;;;;;
0773;2026-05-20_14h08.03.283;;102;101;;Difficult;Blue;42;c;c;12.924.999.999.999.800;;;;;;;
0773;2026-05-20_14h08.03.283;;103;102;;Difficult;Red;43;n;c;0.8721000000089418;;;;;;;
0773;2026-05-20_14h08.03.283;;104;103;;Easy;Blue;64;c;c;0.3830000000000098;;;;;;;
0773;2026-05-20_14h08.03.283;;105;104;;Average;Blue;54;c;c;0.41779999999701545;;;;;;;
0773;2026-05-20_14h08.03.283;;106;105;;Difficult;Blue;45;c;c;0.6499999999999773;;;;;;;
