Id;date;assigned_group;trial_tot;fase_prueba.thisN;fase_testeo.thisN;difficulty;dominant_color;dominant_count;correctAns;resp_prueba.keys;resp_prueba.rt;resp_testeo.keys;resp_testeo.rt;scale_order;confidence_key;confidence_level;confidence_label;group
1356;2026-05-19_10h09.56.553;Experimental;;;;;;;;;;;;Standard;;;;
1356;2026-05-19_10h09.56.553;;;;;;;;;;;;;;;;;
1356;2026-05-19_10h09.56.553;;;;;;;;;;;;;;;;;
1356;2026-05-19_10h09.56.553;;1;0;;Difficult;Blue;44;c;n;3.853.400.000.000.020;;;;;;;
1356;2026-05-19_10h09.56.553;;2;1;;Easy;Red;65;n;n;0.9068999999999079;;;;;;;
1356;2026-05-19_10h09.56.553;;3;2;;Difficult;Red;43;n;c;0.9519999999999982;;;;;;;
1356;2026-05-19_10h09.56.553;;4;3;;Easy;Red;62;n;n;0.9503000000000412;;;;;;;
1356;2026-05-19_10h09.56.553;;5;4;;Average;Blue;53;c;c;0.9276999999999447;;;;;;;
1356;2026-05-19_10h09.56.553;;6;5;;Average;Blue;51;c;c;0.6839999999999975;;;;;;;
1356;2026-05-19_10h09.56.553;;7;6;;Average;Red;55;n;n;0.5463000000000449;;;;;;;
1356;2026-05-19_10h09.56.553;;8;7;;Average;Red;53;n;n;0.8400000000000034;;;;;;;
1356;2026-05-19_10h09.56.553;;9;8;;Difficult;Red;43;n;c;1.255.400.000.000.020;;;;;;;
1356;2026-05-19_10h09.56.553;;10;9;;Average;Red;51;n;n;0.8844999999999885;;;;;;;
1356;2026-05-19_10h09.56.553;;11;10;;Average;Red;52;n;n;0.5244000000000284;;;;;;;
1356;2026-05-19_10h09.56.553;;12;11;;Difficult;Blue;43;c;c;0.5014000000000323;;;;;;;
1356;2026-05-19_10h09.56.553;;13;12;;Easy;Red;62;n;n;0.4510000000000076;;;;;;;
1356;2026-05-19_10h09.56.553;;14;13;;Average;Red;53;n;c;19.509.999.999.999.900;;;;;;;
1356;2026-05-19_10h09.56.553;;15;14;;Average;Red;55;n;n;0.5784000000000162;;;;;;;
1356;2026-05-19_10h09.56.553;;16;15;;Easy;Red;61;n;n;0.584199999999953;;;;;;;
1356;2026-05-19_10h09.56.553;;17;16;;Average;Blue;54;c;c;0.3999000000000166;;;;;;;
1356;2026-05-19_10h09.56.553;;18;17;;Average;Blue;53;c;c;14.023.000.000.000.500;;;;;;;
1356;2026-05-19_10h09.56.553;;19;18;;Easy;Red;65;n;n;0.5019000000000204;;;;;;;
1356;2026-05-19_10h09.56.553;;20;19;;Difficult;Red;43;n;c;13.840.000.000.000.000;;;;;;;
1356;2026-05-19_10h09.56.553;;21;20;;Average;Blue;52;c;c;0.5547000000000821;;;;;;;
1356;2026-05-19_10h09.56.553;;22;21;;Average;Red;54;n;n;0.3685999999999723;;;;;;;
1356;2026-05-19_10h09.56.553;;23;22;;Difficult;Blue;43;c;c;0.6905000000000001;;;;;;;
1356;2026-05-19_10h09.56.553;;24;23;;Difficult;Blue;44;c;c;0.5928000000000395;;;;;;;
