Id;date;assigned_group;trial_tot;fase_prueba.thisN;fase_testeo.thisN;difficulty;dominant_color;dominant_count;correctAns;resp_prueba.keys;resp_prueba.rt;resp_testeo.keys;resp_testeo.rt;scale_order;confidence_key;confidence_level;confidence_label;group
9;2026-05-20_14h09.17.545;Control;;;;;;;;;;;;Reverse;;;;
9;2026-05-20_14h09.17.545;;;;;;;;;;;;;;;;;
9;2026-05-20_14h09.17.545;;;;;;;;;;;;;;;;;
9;2026-05-20_14h09.17.545;;1;0;;Average;Red;52;n;n;0.5213999999761612;;;;;;;
9;2026-05-20_14h09.17.545;;2;1;;Easy;Red;65;n;c;0.34199999999999875;;;;;;;
9;2026-05-20_14h09.17.545;;3;2;;Easy;Blue;65;c;c;0.3020000000000067;;;;;;;
9;2026-05-20_14h09.17.545;;4;3;;Easy;Blue;63;c;c;0.25389999997616286;;;;;;;
9;2026-05-20_14h09.17.545;;5;4;;Easy;Red;65;n;n;0.26900000000000546;;;;;;;
9;2026-05-20_14h09.17.545;;6;5;;Difficult;Blue;43;c;c;0.3872000000476845;;;;;;;
9;2026-05-20_14h09.17.545;;7;6;;Average;Blue;54;c;c;0.4836000000238414;;;;;;;
9;2026-05-20_14h09.17.545;;8;7;;Difficult;Blue;45;c;c;0.4193999999761573;;;;;;;
9;2026-05-20_14h09.17.545;;9;8;;Easy;Blue;63;c;c;0.268600000023838;;;;;;;
9;2026-05-20_14h09.17.545;;10;9;;Easy;Blue;64;c;c;0.23610000002384623;;;;;;;
9;2026-05-20_14h09.17.545;;11;10;;Easy;Blue;61;c;c;0.25739999997615826;;;;;;;
9;2026-05-20_14h09.17.545;;12;11;;Difficult;Red;45;n;n;0.30680000007152586;;;;;;;
9;2026-05-20_14h09.17.545;;13;12;;Average;Red;54;n;n;0.284300000071525;;;;;;;
9;2026-05-20_14h09.17.545;;14;13;;Easy;Red;63;n;n;0.30160000002384635;;;;;;;
9;2026-05-20_14h09.17.545;;15;14;;Easy;Red;64;n;n;0.18900000000000006;;;;;;;
9;2026-05-20_14h09.17.545;;16;15;;Easy;Blue;63;c;c;0.26960000002384277;;;;;;;
9;2026-05-20_14h09.17.545;;17;16;;Easy;Blue;62;c;c;0.20810000002384044;;;;;;;
9;2026-05-20_14h09.17.545;;18;17;;Easy;Blue;64;c;c;0.2936000000238437;;;;;;;
9;2026-05-20_14h09.17.545;;19;18;;Difficult;Red;43;n;c;0.4609999999999985;;;;;;;
9;2026-05-20_14h09.17.545;;20;19;;Difficult;Blue;42;c;c;0.3428999999761544;;;;;;;
9;2026-05-20_14h09.17.545;;21;20;;Easy;Red;64;n;n;0.24979999995231594;;;;;;;
9;2026-05-20_14h09.17.545;;22;21;;Difficult;Red;41;n;n;0.37790000009536584;;;;;;;
