Id,date,assigned_group,trial_tot,fase_prueba.thisN,fase_testeo.thisN,difficulty,dominant_color,dominant_count,correctAns,resp_prueba.keys,resp_prueba.rt,resp_testeo.keys,resp_testeo.rt,scale_order,confidence_key,confidence_level,confidence_label,group
9346,2026-05-19_12h09.53.639,Experimental,,,,,,,,,,,,Standard,,,,
9346,2026-05-19_12h09.53.639,,,,,,,,,,,,,,,,,
9346,2026-05-19_12h09.53.639,,,,,,,,,,,,,,,,,
9346,2026-05-19_12h09.53.639,,1,0,,Difficult,Red,41,n,c,1.0740999999046323,,,,,,,
9346,2026-05-19_12h09.53.639,,2,1,,Easy,Blue,63,c,c,0.5422000000476714,,,,,,,
9346,2026-05-19_12h09.53.639,,3,2,,Difficult,Blue,42,c,c,0.8917999999523119,,,,,,,
9346,2026-05-19_12h09.53.639,,4,3,,Average,Red,53,n,n,0.3832999999523139,,,,,,,
9346,2026-05-19_12h09.53.639,,5,4,,Average,Red,52,n,n,0.3336000001430506,,,,,,,
9346,2026-05-19_12h09.53.639,,6,5,,Easy,Blue,65,c,c,0.35030000019072816,,,,,,,
9346,2026-05-19_12h09.53.639,,7,6,,Average,Blue,54,c,c,0.4086000001430392,,,,,,,
9346,2026-05-19_12h09.53.639,,8,7,,Easy,Blue,65,c,c,0.35040000009537664,,,,,,,
9346,2026-05-19_12h09.53.639,,9,8,,Average,Red,52,n,n,0.4585000000000008,,,,,,,
9346,2026-05-19_12h09.53.639,,10,9,,Difficult,Red,44,n,n,0.6834000000953608,,,,,,,
9346,2026-05-19_12h09.53.639,,11,10,,Average,Blue,52,c,c,0.2917999999523033,,,,,,,
9346,2026-05-19_12h09.53.639,,12,11,,Difficult,Red,45,n,n,0.7506000001430522,,,,,,,
9346,2026-05-19_12h09.53.639,,13,12,,Difficult,Blue,43,c,c,0.34199999999999875,,,,,,,
9346,2026-05-19_12h09.53.639,,14,13,,Easy,Blue,63,c,c,0.30060000014306354,,,,,,,
9346,2026-05-19_12h09.53.639,,15,14,,Difficult,Red,43,n,c,0.40850000000000364,,,,,,,
9346,2026-05-19_12h09.53.639,,16,15,,Easy,Blue,65,c,c,0.26679999995232606,,,,,,,
9346,2026-05-19_12h09.53.639,,17,16,,Average,Red,55,n,n,0.2417000000476861,,,,,,,
9346,2026-05-19_12h09.53.639,,18,17,,Average,Red,54,n,n,0.4334999999999951,,,,,,,
9346,2026-05-19_12h09.53.639,,19,18,,Easy,Blue,65,c,c,0.2668999998569461,,,,,,,
