Id;date;assigned_group;trial_tot;fase_prueba.thisN;fase_testeo.thisN;difficulty;dominant_color;dominant_count;correctAns;resp_prueba.keys;resp_prueba.rt;resp_testeo.keys;resp_testeo.rt;scale_order;confidence_key;confidence_level;confidence_label;group
1029;2026-05-19_12h11.43.442;Control;;;;;;;;;;;;Reverse;;;;
1029;2026-05-19_12h11.43.442;;;;;;;;;;;;;;;;;
1029;2026-05-19_12h11.43.442;;;;;;;;;;;;;;;;;
1029;2026-05-19_12h11.43.442;;1;0;;Average;Blue;54;c;c;1.233.200.000.017.880;;;;;;;
1029;2026-05-19_12h11.43.442;;2;1;;Average;Blue;54;c;c;0.4386999999880743;;;;;;;
1029;2026-05-19_12h11.43.442;;3;2;;Easy;Red;62;n;n;0.38440000000595376;;;;;;;
1029;2026-05-19_12h11.43.442;;4;3;;Easy;Blue;61;c;c;0.3084999999999951;;;;;;;
1029;2026-05-19_12h11.43.442;;5;4;;Easy;Blue;65;c;c;0.25010000002384913;;;;;;;
1029;2026-05-19_12h11.43.442;;6;5;;Difficult;Red;45;n;n;0.4840999999940294;;;;;;;
1029;2026-05-19_12h11.43.442;;7;6;;Easy;Blue;62;c;c;0.3169000000059583;;;;;;;
1029;2026-05-19_12h11.43.442;;8;7;;Easy;Red;63;n;n;0.23109999999404351;;;;;;;
1029;2026-05-19_12h11.43.442;;9;8;;Difficult;Blue;45;c;c;0.3136000000238397;;;;;;;
1029;2026-05-19_12h11.43.442;;10;9;;Easy;Blue;64;c;c;0.2839999999999918;;;;;;;
1029;2026-05-19_12h11.43.442;;11;10;;Easy;Blue;62;c;c;0.3958999999761659;;;;;;;
1029;2026-05-19_12h11.43.442;;12;11;;Average;Blue;55;c;c;0.26759999999404727;;;;;;;
1029;2026-05-19_12h11.43.442;;13;12;;Average;Blue;54;c;c;0.300899999976167;;;;;;;
1029;2026-05-19_12h11.43.442;;14;13;;Average;Blue;52;c;c;0.414199999988071;;;;;;;
1029;2026-05-19_12h11.43.442;;15;14;;Average;Red;53;n;n;0.5589000000059627;;;;;;;
1029;2026-05-19_12h11.43.442;;16;15;;Difficult;Red;42;n;c;0.648799999982117;;;;;;;
1029;2026-05-19_12h11.43.442;;17;16;;Difficult;Red;45;n;n;0.5206000000238475;;;;;;;
1029;2026-05-19_12h11.43.442;;18;17;;Easy;Blue;64;c;c;0.3500999999940433;;;;;;;
1029;2026-05-19_12h11.43.442;;19;18;;Easy;Red;65;n;n;0.3342000000178871;;;;;;;
1029;2026-05-19_12h11.43.442;;20;19;;Average;Blue;52;c;c;0.32709999999404715;;;;;;;
1029;2026-05-19_12h11.43.442;;21;20;;Easy;Blue;65;c;c;0.3339000000059684;;;;;;;
1029;2026-05-19_12h11.43.442;;22;21;;Average;Blue;55;c;c;1.083.299.999.982.110;;;;;;;
1029;2026-05-19_12h11.43.442;;23;22;;Easy;Blue;61;c;c;0.5687000000178841;;;;;;;
1029;2026-05-19_12h11.43.442;;24;23;;Average;Red;51;n;n;0.34880000001192;;;;;;;
1029;2026-05-19_12h11.43.442;;25;24;;Difficult;Red;43;n;n;0.6163000000119183;;;;;;;
1029;2026-05-19_12h11.43.442;;26;25;;Average;Blue;54;c;c;0.37999999999999545;;;;;;;
1029;2026-05-19_12h11.43.442;;27;26;;Easy;Blue;64;c;c;0.2516000000238421;;;;;;;
1029;2026-05-19_12h11.43.442;;28;27;;Easy;Red;64;n;n;0.32280000001192377;;;;;;;
1029;2026-05-19_12h11.43.442;;29;28;;Easy;Blue;62;c;c;0.21690000000594978;;;;;;;
1029;2026-05-19_12h11.43.442;;30;29;;Average;Red;53;n;n;0.20939999997615644;;;;;;;
1029;2026-05-19_12h11.43.442;;31;30;;Easy;Blue;62;c;c;0.23350000000000648;;;;;;;
1029;2026-05-19_12h11.43.442;;32;31;;Difficult;Red;44;n;c;0.3299999999999983;;;;;;;
1029;2026-05-19_12h11.43.442;;33;32;;Easy;Red;63;n;n;0.23829999998211804;;;;;;;
1029;2026-05-19_12h11.43.442;;34;33;;Easy;Blue;63;c;n;0.2677000000178822;;;;;;;
1029;2026-05-19_12h11.43.442;;35;34;;Easy;Blue;62;c;c;0.3030000000000115;;;;;;;
1029;2026-05-19_12h11.43.442;;36;35;;Difficult;Red;44;n;n;0.4509999999999934;;;;;;;
1029;2026-05-19_12h11.43.442;;37;36;;Easy;Red;63;n;n;0.3337000000178847;;;;;;;
1029;2026-05-19_12h11.43.442;;38;37;;Easy;Red;61;n;n;0.23230000001191797;;;;;;;
1029;2026-05-19_12h11.43.442;;39;38;;Easy;Blue;64;c;c;0.3004000000059648;;;;;;;
1029;2026-05-19_12h11.43.442;;40;39;;Difficult;Red;44;n;c;0.6628999999761618;;;;;;;
1029;2026-05-19_12h11.43.442;;41;40;;Difficult;Red;42;n;c;0.40129999998212895;;;;;;;
1029;2026-05-19_12h11.43.442;;42;41;;Average;Blue;54;c;c;0.28249999999999886;;;;;;;
