Id;date;assigned_group;trial_tot;fase_prueba.thisN;fase_testeo.thisN;difficulty;dominant_color;dominant_count;correctAns;resp_prueba.keys;resp_prueba.rt;resp_testeo.keys;resp_testeo.rt;scale_order;confidence_key;confidence_level;confidence_label;group
0148;2026-05-19_10h11.22.034;Experimental;;;;;;;;;;;;Reverse;;;;
0148;2026-05-19_10h11.22.034;;;;;;;;;;;;;;;;;
0148;2026-05-19_10h11.22.034;;;;;;;;;;;;;;;;;
0148;2026-05-19_10h11.22.034;;1;0;;Average;Blue;53;c;c;0.9010000000000034;;;;;;;
0148;2026-05-19_10h11.22.034;;2;1;;Average;Blue;55;c;c;0.4519999999999982;;;;;;;
0148;2026-05-19_10h11.22.034;;3;2;;Average;Blue;52;c;c;0.4830000000000041;;;;;;;
0148;2026-05-19_10h11.22.034;;4;3;;Easy;Red;64;n;n;0.23400000000000176;;;;;;;
0148;2026-05-19_10h11.22.034;;5;4;;Easy;Red;62;n;n;0.38400000000000034;;;;;;;
0148;2026-05-19_10h11.22.034;;6;5;;Difficult;Blue;42;c;c;1.118.000.000.000.000;;;;;;;
0148;2026-05-19_10h11.22.034;;7;6;;Difficult;Blue;43;c;c;1.5;;;;;;;
0148;2026-05-19_10h11.22.034;;8;7;;Average;Red;55;n;n;0.4339999999999975;;;;;;;
0148;2026-05-19_10h11.22.034;;9;8;;Difficult;Red;45;n;n;0.5660000000000025;;;;;;;
0148;2026-05-19_10h11.22.034;;10;9;;Difficult;Blue;45;c;c;0.43599999999999994;;;;;;;
0148;2026-05-19_10h11.22.034;;11;10;;Difficult;Blue;43;c;c;0.5180000000000007;;;;;;;
0148;2026-05-19_10h11.22.034;;12;11;;Difficult;Red;43;n;n;0.5679999999999978;;;;;;;
0148;2026-05-19_10h11.22.034;;13;12;;Easy;Blue;61;c;c;0.3340000000000032;;;;;;;
0148;2026-05-19_10h11.22.034;;14;13;;Average;Blue;51;c;c;0.5570000000000022;;;;;;;
0148;2026-05-19_10h11.22.034;;15;14;;Difficult;Red;41;n;n;0.42600000000000193;;;;;;;
0148;2026-05-19_10h11.22.034;;16;15;;Average;Red;52;n;n;0.867999999999995;;;;;;;
0148;2026-05-19_10h11.22.034;;17;16;;Average;Blue;52;c;c;0.5100000000000051;;;;;;;
0148;2026-05-19_10h11.22.034;;18;17;;Difficult;Red;41;n;n;16.060.000.000.000.000;;;;;;;
0148;2026-05-19_10h11.22.034;;19;18;;Easy;Blue;64;c;c;10.840.000.000.000.000;;;;;;;
0148;2026-05-19_10h11.22.034;;20;19;;Difficult;Red;45;n;c;11.839.999.999.999.900;;;;;;;
0148;2026-05-19_10h11.22.034;;21;20;;Easy;Red;62;n;n;0.43899999999999295;;;;;;;
0148;2026-05-19_10h11.22.034;;22;21;;Average;Red;55;n;c;0.4339999999999975;;;;;;;
0148;2026-05-19_10h11.22.034;;23;22;;Difficult;Blue;42;c;c;1.968.999.999.999.990;;;;;;;
0148;2026-05-19_10h11.22.034;;24;23;;Difficult;Blue;43;c;n;0.38400000000000034;;;;;;;
0148;2026-05-19_10h11.22.034;;25;24;;Difficult;Blue;45;c;c;0.8889999999999958;;;;;;;
0148;2026-05-19_10h11.22.034;;26;25;;Average;Red;53;n;n;0.2530000000000001;;;;;;;
0148;2026-05-19_10h11.22.034;;27;26;;Average;Red;51;n;c;0.8079999999999927;;;;;;;
