Id,date,assigned_group,trial_tot,fase_prueba.thisN,fase_testeo.thisN,difficulty,dominant_color,dominant_count,correctAns,resp_prueba.keys,resp_prueba.rt,resp_testeo.keys,resp_testeo.rt,scale_order,confidence_key,confidence_level,confidence_label,group
1425,2026-05-19_10h12.09.851,Control,,,,,,,,,,,,Standard,,,,
1425,2026-05-19_10h12.09.851,,,,,,,,,,,,,,,,,
1425,2026-05-19_10h12.09.851,,,,,,,,,,,,,,,,,
1425,2026-05-19_10h12.09.851,,1,0,,Easy,Blue,61,c,c,3.1999000000001416,,,,,,,
1425,2026-05-19_10h12.09.851,,2,1,,Easy,Blue,61,c,c,2.3004999999999995,,,,,,,
1425,2026-05-19_10h12.09.851,,3,2,,Average,Blue,53,c,c,1.4016999999999484,,,,,,,
1425,2026-05-19_10h12.09.851,,4,3,,Difficult,Red,42,n,n,0.9051999999999509,,,,,,,
1425,2026-05-19_10h12.09.851,,5,4,,Average,Red,53,n,n,0.6838000000000477,,,,,,,
1425,2026-05-19_10h12.09.851,,6,5,,Average,Blue,53,c,c,0.6870999999998588,,,,,,,
1425,2026-05-19_10h12.09.851,,7,6,,Difficult,Red,41,n,c,2.6439999999999912,,,,,,,
1425,2026-05-19_10h12.09.851,,8,7,,Easy,Blue,62,c,c,0.5831999999999482,,,,,,,
1425,2026-05-19_10h12.09.851,,9,8,,Average,Blue,52,c,n,1.1418999999999073,,,,,,,
1425,2026-05-19_10h12.09.851,,10,9,,Easy,Blue,65,c,c,0.4443000000000552,,,,,,,
1425,2026-05-19_10h12.09.851,,11,10,,Average,Red,52,n,n,0.5166999999999575,,,,,,,
1425,2026-05-19_10h12.09.851,,12,11,,Average,Red,53,n,n,0.5170999999998713,,,,,,,
1425,2026-05-19_10h12.09.851,,13,12,,Difficult,Blue,42,c,c,1.6495000000000033,,,,,,,
1425,2026-05-19_10h12.09.851,,14,13,,Easy,Red,63,n,n,0.5000999999998612,,,,,,,
1425,2026-05-19_10h12.09.851,,15,14,,Average,Red,52,n,n,0.8498000000000445,,,,,,,
1425,2026-05-19_10h12.09.851,,16,15,,Easy,Blue,65,c,c,0.41629999999982203,,,,,,,
1425,2026-05-19_10h12.09.851,,17,16,,Difficult,Red,44,n,n,0.5509000000001407,,,,,,,
1425,2026-05-19_10h12.09.851,,18,17,,Average,Blue,51,c,c,0.6443999999999193,,,,,,,
1425,2026-05-19_10h12.09.851,,19,18,,Difficult,Blue,41,c,n,0.6508000000000465,,,,,,,
1425,2026-05-19_10h12.09.851,,20,19,,Difficult,Red,42,n,c,1.1274999999999977,,,,,,,
1425,2026-05-19_10h12.09.851,,21,20,,Difficult,Blue,44,c,c,1.267699999999948,,,,,,,
1425,2026-05-19_10h12.09.851,,22,21,,Average,Red,54,n,n,0.40070000000018524,,,,,,,
1425,2026-05-19_10h12.09.851,,23,22,,Difficult,Blue,44,c,c,0.8505999999998579,,,,,,,
1425,2026-05-19_10h12.09.851,,24,23,,Difficult,Blue,43,c,c,1.3670000000000044,,,,,,,
1425,2026-05-19_10h12.09.851,,25,24,,Average,Blue,51,c,c,1.3511999999999489,,,,,,,
1425,2026-05-19_10h12.09.851,,26,25,,Easy,Blue,64,c,c,0.47769999999995605,,,,,,,
1425,2026-05-19_10h12.09.851,,27,26,,Easy,Blue,65,c,c,0.3672000000001816,,,,,,,
1425,2026-05-19_10h12.09.851,,28,27,,Difficult,Blue,42,c,n,0.4595999999998668,,,,,,,
1425,2026-05-19_10h12.09.851,,29,28,,Average,Blue,54,c,c,0.4373000000000502,,,,,,,
1425,2026-05-19_10h12.09.851,,30,29,,Difficult,Red,43,n,n,0.5659999999999883,,,,,,,
