Id,date,assigned_group,trial_tot,fase_prueba.thisN,fase_testeo.thisN,difficulty,dominant_color,dominant_count,correctAns,resp_prueba.keys,resp_prueba.rt,resp_testeo.keys,resp_testeo.rt,scale_order,confidence_key,confidence_level,confidence_label,group
1111,2026-05-20_10h06.58.964,Control,,,,,,,,,,,,Reverse,,,,
1111,2026-05-20_10h06.58.964,,,,,,,,,,,,,,,,,
1111,2026-05-20_10h06.58.964,,,,,,,,,,,,,,,,,
1111,2026-05-20_10h06.58.964,,1,0,,Easy,Red,64,n,n,0.8818999999761559,,,,,,,
1111,2026-05-20_10h06.58.964,,2,1,,Average,Red,51,n,n,0.8161999999284717,,,,,,,
1111,2026-05-20_10h06.58.964,,3,2,,Average,Blue,53,c,c,0.7258000000715299,,,,,,,
1111,2026-05-20_10h06.58.964,,4,3,,Easy,Red,63,n,n,0.4691000000238361,,,,,,,
1111,2026-05-20_10h06.58.964,,5,4,,Difficult,Blue,41,c,n,1.7465000000000046,,,,,,,
1111,2026-05-20_10h06.58.964,,6,5,,Easy,Red,61,n,n,0.7672000000476871,,,,,,,
1111,2026-05-20_10h06.58.964,,7,6,,Average,Blue,52,c,c,0.5137000000476846,,,,,,,
1111,2026-05-20_10h06.58.964,,8,7,,Difficult,Blue,41,c,c,1.034200000047683,,,,,,,
1111,2026-05-20_10h06.58.964,,9,8,,Average,Blue,55,c,c,0.516799999952319,,,,,,,
1111,2026-05-20_10h06.58.964,,10,9,,Difficult,Blue,43,c,c,0.6400000000000006,,,,,,,
1111,2026-05-20_10h06.58.964,,11,10,,Easy,Red,61,n,n,0.5128000000715218,,,,,,,
1111,2026-05-20_10h06.58.964,,12,11,,Average,Blue,54,c,c,0.5358000000715251,,,,,,,
1111,2026-05-20_10h06.58.964,,13,12,,Difficult,Blue,45,c,c,0.6012999999523174,,,,,,,
1111,2026-05-20_10h06.58.964,,14,13,,Difficult,Red,44,n,c,1.8067000000476838,,,,,,,
1111,2026-05-20_10h06.58.964,,15,14,,Easy,Blue,61,c,c,0.5718999999761607,,,,,,,
1111,2026-05-20_10h06.58.964,,16,15,,Average,Blue,51,c,c,0.5218000000715293,,,,,,,
1111,2026-05-20_10h06.58.964,,17,16,,Easy,Red,65,n,n,0.4577000000476872,,,,,,,
1111,2026-05-20_10h06.58.964,,18,17,,Difficult,Red,42,n,n,0.8449999999999989,,,,,,,
1111,2026-05-20_10h06.58.964,,19,18,,Difficult,Blue,42,c,n,2.7522999999523137,,,,,,,
1111,2026-05-20_10h06.58.964,,20,19,,Average,Red,51,n,c,0.7333000000715373,,,,,,,
1111,2026-05-20_10h06.58.964,,21,20,,Easy,Blue,63,c,c,0.5678000000715286,,,,,,,
1111,2026-05-20_10h06.58.964,,22,21,,Difficult,Red,44,n,n,0.8652999999523132,,,,,,,
1111,2026-05-20_10h06.58.964,,23,22,,Difficult,Red,45,n,c,1.4709999999999894,,,,,,,
1111,2026-05-20_10h06.58.964,,24,23,,Difficult,Blue,44,c,c,0.5460000000000065,,,,,,,
1111,2026-05-20_10h06.58.964,,25,24,,Difficult,Blue,41,c,c,2.157800000071532,,,,,,,
1111,2026-05-20_10h06.58.964,,26,25,,Difficult,Blue,42,c,c,0.4897999999523108,,,,,,,
