Id,date,assigned_group,trial_tot,fase_prueba.thisN,fase_testeo.thisN,difficulty,dominant_color,dominant_count,correctAns,resp_prueba.keys,resp_prueba.rt,resp_testeo.keys,resp_testeo.rt,scale_order,confidence_key,confidence_level,confidence_label,group
2056,2026-05-20_14h09.17.101,Experimental,,,,,,,,,,,,Reverse,,,,
2056,2026-05-20_14h09.17.101,,,,,,,,,,,,,,,,,
2056,2026-05-20_14h09.17.101,,,,,,,,,,,,,,,,,
2056,2026-05-20_14h09.17.101,,1,0,,Average,Blue,51,c,n,1.3469999999999942,,,,,,,
2056,2026-05-20_14h09.17.101,,2,1,,Average,Blue,52,c,c,0.416000000000011,,,,,,,
2056,2026-05-20_14h09.17.101,,3,2,,Easy,Red,64,n,n,0.4000000000000057,,,,,,,
2056,2026-05-20_14h09.17.101,,4,3,,Difficult,Red,43,n,n,0.9340000000000117,,,,,,,
2056,2026-05-20_14h09.17.101,,5,4,,Easy,Red,62,n,n,0.347999999999999,,,,,,,
2056,2026-05-20_14h09.17.101,,6,5,,Average,Blue,51,c,c,0.2980000000000018,,,,,,,
2056,2026-05-20_14h09.17.101,,7,6,,Average,Red,53,n,n,0.36700000000000443,,,,,,,
2056,2026-05-20_14h09.17.101,,8,7,,Difficult,Red,42,n,c,0.45000000000000284,,,,,,,
2056,2026-05-20_14h09.17.101,,9,8,,Easy,Red,62,n,n,0.3500000000000085,,,,,,,
2056,2026-05-20_14h09.17.101,,10,9,,Average,Blue,51,c,c,0.2849999999999966,,,,,,,
2056,2026-05-20_14h09.17.101,,11,10,,Easy,Blue,63,c,c,0.3669999999999902,,,,,,,
2056,2026-05-20_14h09.17.101,,12,11,,Easy,Red,63,n,n,0.2819999999999965,,,,,,,
2056,2026-05-20_14h09.17.101,,13,12,,Difficult,Blue,45,c,c,0.3499999999999943,,,,,,,
2056,2026-05-20_14h09.17.101,,14,13,,Average,Red,53,n,c,0.34900000000001796,,,,,,,
2056,2026-05-20_14h09.17.101,,15,14,,Average,Blue,53,c,c,0.5330000000000013,,,,,,,
2056,2026-05-20_14h09.17.101,,16,15,,Average,Red,53,n,n,0.2850000000000108,,,,,,,
2056,2026-05-20_14h09.17.101,,17,16,,Average,Blue,52,c,c,0.28300000000000125,,,,,,,
2056,2026-05-20_14h09.17.101,,18,17,,Easy,Blue,61,c,c,0.2839999999999918,,,,,,,
2056,2026-05-20_14h09.17.101,,19,18,,Easy,Blue,64,c,c,0.3149999999999977,,,,,,,
2056,2026-05-20_14h09.17.101,,20,19,,Difficult,Blue,43,c,c,0.2839999999999918,,,,,,,
2056,2026-05-20_14h09.17.101,,21,20,,Average,Blue,55,c,c,0.23499999999999943,,,,,,,
2056,2026-05-20_14h09.17.101,,22,21,,Easy,Blue,61,c,c,0.36700000000000443,,,,,,,
